post	label
<number> probably working <number> hours a day just to survive <number> probably being a soldier on the eastern front <number> probably shooting a nigger who just tried to rob me	2
you just know quentin tarantino is a secret roof korean that stockhomie syndrome sufferer probably goes to his roof every night and shouts nigger at the top of his lungs until the wee hours	2
i love boom booms too faggots	1
damon young is the stupid nigger who wants blacks to start barking in white people faces boy is he not going to like the response if he keeps this shit up	2
lol white people who hate cops but dont live in the ghetto amuse me so much every one of yall acab black flag niggas shi look like a bag of mayo with blue veins running thru it	0
<user> hitler literally killed off <number> <number> of the world population of jews so who the badder bitch	0
i am atheist i will fight against islam to the death i have seen how vile muzzies are	2
holy fuck i swear these white bitches can not fucking drive dawg 🤦 🏻 ‍ ♂️	0
<user> <user> <user> except using drones to kill all those er younglings is that correct	0
see the bible is weird because there is cosmic horror but also a lot of god is my nice dad and god helps us kill all of our enemies for their sins of being our enemies	0
currently listening to not any of that nigger rap shit	2
you looked like an old road whore hag back then i can only imagine how well you have aged on your cocaine and coon cum diet get some troll game cunt	2
<user> <user> using your theory let us take it to the conclusion murdering blacks is was not right but murdering whites today is also wrong as well brutal gang torture rape of white women in <number> still wrong	0
<user> suspected illegal alien	0
<user> u can argue the same for anyone else that been assaulted in a different way if u think all assault cases should not involve monetary settlement that <number> thing but the point is calling victims of rape prostitutes for settlement money is wrong and contributes to rape culture	0
<user> bitch im screaming at the top of my lungs 😩	0
lmao i go to retweet greg photo and this nigger got me damn socks on how 😂 😂 😂 🥴 😂 😂 😂 😂	0
<user> some of me mates play in that division and i must say they all look malnourished 😋	0
<user> is it wrong that i d pay fairly decent money to see him being raped by a labrador 🤔 and if it is is it more wrong than <number> dead due to tory austerity 🤔	0
<user> <user> i saw them and loved them 😍 i was like dino has made it now he can live on easy street 😇 😍	0
black people in ny have let so much goody behavior slide you all got a mexican infiltrating black gangs got white latinas talking bout being black is a vibe all that tough talk you all do and that how you all moving the ghetto	0
he said you can do that where them white people be at not here milestone	0
no muzzies where i live buddy and certainly no mexicans	1
winter olympics white mans code for a nigger section in public	0
saying muslimes are people is like saying taylor swift has talent she does not and they are not	2
the muzzies already made us realize that 😜	1
<user> it more important to teach people how not to be disparate than to teach them not to steal sad story about your mother young men were raped in that time too as property	0
<user> yuh we nigga ima cowboys fan unlike ur patriot faggot ass	1
<user> <user> maybe the ones from shithole countries but he may have called them just in case they forgot he called them that in the first place	1
a white man callin me brotha is way more offensive than them just callin me a nigger	0
<user> just fucking animals if women do not do as they say they will be raped and worse cut off his dick and let his ass bleed out they his ass suffer for the crime	0
last night i had an old white pilot say the mayor of chicago is a lesbian black woman all in your face sir what in the entire hell are you trying to say get the entire f*ck <censored> out of my face	0
lol only a female nigger could be so dumb	2
blow up some buildings blow up a marathon rape women and murder a bunch of queers in a club stay all you want expose a democrat e mail conversation get the fuck out of the country liberal logic	0
<user> <user> <user> <user> you called them white nationalists and racists when you are the only one bringing up skin color here put down the racism bud try being just an american for once	0
you degenerated kike fuck you stole the land from palestinians israel was never a country asshole	2
fuck splc and every filthy kike on planet earth	2
europeans are givin it away the hajis are there to stay the euro thot opens her twat for any shitskin that ain t gay	2
makes me want to puke so fucking tired of this moslem shite appeasement	2
there is one thing that they do understand and that is violence maybe two things prison george soros us is paying the human traffickers to take the muzzie horde to europe a total pos	2
<user> places where white people are discriminated against south africa the middle east anywhere that is not europe or north america	0
<user> <user> <user> <user> <user> big problem for you since you think they all look alike	0
pretty sure reducing an entire language of a culture to meaningless vowel gibberish akin to ching chong ding dong is fucking racist my guy whether it intended or not is fucking irrelevant	0
go fucking kill yourself $trx is so much better than $bnb	0
could you even imagine how many crimes there are that these mexican invaders have covered up by the kike media i can not even begin to theoretically comprehend how bad it is	2
lil fag is also a wannabe sand nigger	2
he was voted in by christians too khan was put up for mayor <number> he got a london accent <number> he light skinned pr job and white liberals said yes give the paki a chance well done liberals hope your next to be robbed knifed shot	1
there shouldnt be an arguement against this but once the queers got a voice it was prolly too late	2
figures a fat coon liberal	2
last time i checked it was the alt right that got trump in office kike do not act like you do not know that	2
fuck nigga call blocked me 😂 😂	0
the only spic i d stick my dick in tbh	2
monday is a holiday for a nigger who was a communist and liked to have sex with very young girls he is honored what about washington and lincoln they used to have holidays but now its lumped together as presidents day cuz their white	2
thank you douglas murray for this interesting observation about google type in black or asian couples under images you get just that type in white couples you will get everything but you have got to hide your racism better google	0
is it gay if i love both of my best friends and we are also all dating	0
he really thought eye was gonna move out his way tuh i swear boi dwights always tryna steal from blacks	0
all those illegal bangladeshi muslim immigrants tweeting from fake hindu bengali account with the trend go back amit shah your time is up no matter how much your mumtaz begum tries to save you you guys are going to get kicked out start counting your days	2
feel phylliscitations to daff mr hairwigger who has just hadded twinned little curls he was resting between horrockses sheets wailing for white warfare prooboor welsht breton	0
really slut cool bitch and followed my boyfriend for what wanna fuck with him	1
ya niggas made amiri look dirty ya make everything dirty i hate you dirty mother fuckers ya make luxury items look dirty stick to white tees	0
when donald trump extend his moslem ban to include the whole of planet earth	0
fire every nigger in the nfl if need be who gives a fuck	2
fox news houston reports a moslem woman was stabed by a non moslem once again it will be proved a fake stabing set up by cair	0
funniest thing i a northerner ever heard vacationing in florida from a grand old dame georgia belle next door was there always a nigger in the woodpile it becomes truer and funnier the older i get	2
made a joke to my gf about stealing fancy jewelry for my wife and she about lost her shit all her gay marbles	0
system some guy retards all of a cattery cats to make a pie or two	0
dawson smith with a triple and a taylorville timeout shoes lead <number> <number> with <time> left	0
only america would shut down the whole ass government over a fucking wall you all president retarded	1
this nigga tom brady finna have <number> rings	0
que all patriots fans bitching about a great pass and catch	0
jesus also negged an inbred canaanite whore by saying it wrong to give food meant for the children to the dogs that like walking up to a homeless starving nigger and saying nope you do not get this big mac nigger that for white kids	2
cooper dindu nuffin sick of these fucking refs	0
<user> sounds a bit harsh you did not say anything hateful by any chance then again me dressed in a wig and calling the real me a faggot is now hate speech i am livid	0
our retarded asses got so damn lit last night we just now waking up 😩	0
oh wow the nyc terrorist was an anti trumper raghead what a surprise imagine mee shock how long until they bury this story	2
<user> you let people under your care get raped	0
that diva munhoe gyal tweets excite aru that the life you all want	0
nigga who ever said white caste is good is smoking wild dick them thangs taste like hot shit	0
you hoes ain t wassup nomo	1
bitches be doing too much be cool hoe	1
mds bui niggas gat me diving for conch in class	0
so they burnt the talmud in the notre dame cathedral now jews and muzzies celebrate muzzie cucks and jewish bucks	2
jerk ass nigga 😂 that bh roe was retarded	1
and honestly i can not help but feel like if this was a white kid he would have been out on house arrest or some shit	0
i saw a half nigger in a police uniform in a border town just south of the border i refused to speak to it	2
i am slut for attention	1
every man i have seriously dated is a light haired light eyes white boy with a lil facial hair who is somehow mechanically or technologically inclined	0
i need a thread of gay bi sff authors gay bi men including trans men thanks who write sci fi and fantasy my list of known authors in that vein is very short i know dozens of queer women authors that i love i am just have a hard time finding my people	0
if you think idris elba is british and richard spencer is not you are probably a stupid nigger incapable of realizing what british people are	2
<user> a qawwali played from loudspeakers on mosques when hindus were being raped killed and chased out of kashmir it was qawwals which burnt the godhra train qawwals who bomb ppl qawwali was played when some muslims attacked mumbai qawwals broke the amar jyoti brilliant	0
<user> <user> <user> <user> when the majority of the world is not white and when your nation has a slim white majority it kinda hard to not bomb varying races i d you want to be pedantic america has bombed caucasians hispanics africans south americans and asians at some point very inclusive	0
i am white trash and i say it proudly	0
you eva seent an ugly bich like a nigger i do not think so	2
reason to not have kids getting hold of doctors is a fucking nightmare	0
<user> <user> <user> <user> ludicrous great grandchildren of refugees are artificially and purposefully kept in refugee camps like all other refugee descendants they should be considered resettled where they are	0
the only edgy free speech allowed is porn and communism the boomers and cuckservatives agree if you do not maybe i should just have my shitskin friends escort you off my platform	0
without getting into too much detail the greater seattle area yes its hell on earth isnt it i feel like stranger in my own city surrounded by illegals asians and muzzies	0
<user> why will there be muslim refugees from muslim dominated bangladesh	0
<user> but there are illegal aliens so f ny	1
<user> i hope you are never kidnapped raped in a horrible accident because that cop that you were a dumb bitch to is exactly who you are gonna need to save you	0
<user> bro its cod bruh still wack imagine playin cod on fingers lmao shit is retarded	0
<user> this week in shitware computer aided pseudo phrenology with weak correlation let us see how this will and probably already has been misused will not be long before a smartphone app appears that predicts character traits based on social media data machine learning	0
the white bitch got found guilty yes lord	1
i am not off you all dykes but it monday so i ain t worried about you all today	1
<user> she a stochastic terrorist wants white children beaten raped she pushing amplifying this violent provoking frame up fake hate crime for all it worth	0
<user> um says the woman who openly and publicly called for violence and harassment on republicans 🤔 democraticlogic	0
<user> na actually buddhist christian sikh jain and hindu all were refugees and were allowed by indian government so they are living here legally but bangladeshi illegal immigrants are not so that why he cleared the air that all those refugess will not be asked to leave	0
<user> i fucking hate you lmao	0
<user> <user> i am not saying india is against the refugees or against the religion either india stand is we will accept refugees under our ability to serve them and under our constitutional law there no place in our society for infiltrator and illegal immigrants thx	0
<user> <user> very shamefull act ov a muslim country	0
that because you never voted in a muzzo nigger before	2
called some nazi an american because of his intimations about the white race a term never used in hitler writings or that of any original nazi and one with a very different meaning than aryan race and he blocked me every time	0
guilty white hoe ass retarded bad female cops	1
if the jury is fucked up over that white whore retarded cop in texas then they need to get common sense they are spending too much time on the life of a worthless hoe that did not give a damn about jean life fuck that hoe to death hell	1
<user> i do not get why it just white people that are forbidden at my high school arabs said it all the time with no complaints or anything which again i found weird because i thought the word was forbidden because white people enslaved black peoples	0
nothing royal about this wedding he is a bastard and she is a nignog halfbreed thot and a divorced catholic to boot it is notable that both the father of the bride and the father of the groom did not attend	2
<user> i agree but we have immigration courts in areas to process the scum and this is the way of matters for the moment we need to be tougher on beaners and other dregs and just eject them automatically after finding out their status as illegals	2
i have seen bull dykes that are far more masculine looking than that	1
i want to go back to school and get an education but i am poor and colleges are kike rip offs i am not satisfied with where i am in life and honestly have no clue where or how to start pushing forward	2
why do not you at least him if you want me to add him you low agency nigger	2
<user> no such thing as undocumented they are illegal aliens just like you are you committed immigration fraud tax fraud campaign finance fraud married your brother and broke up two families by having an affair with a white christian tic toc	0
why do straight women be after me so hard man	0
mf said that a was the best sex of his life bitch i know 😊 😘	1
dykes love that lil black sports bra khaki pants combo	0
big boory hoes for jinyoung and big tiddies hoes for jaebeom	1
told my little sister she need to leave me alone right this bitch gone say you need a boyfriend 😭 😂 she play too much	0
my school talking abt how theyre a great place to be like they dont allow anti queer radical christians to spew hate on campus every semester	0
<user> take ya nigger ass to bed	0
i raped the jews because it diddled sarah palin	2
you pieces of cuck shit jew lovers voted in fat slobby dike merkel an dick haids in france sweden and uk so you all deserve muslim misery <number> <number> sorry for the few normal whites left in those countries	2
you all i got thrown in twitter jail for replying to <user> tweet about ivanka my reply was this utter white trash wtf	2
<user> delete your account you are part of the problem spreading fake hatecrimes look at all the hate you spread and fueled towards white children	0
i like it i can not wait to watch the kike dem leadership attempt to figure out who to run in <number> that will not completely piss off either blacks or squatamalans it keith elison v tom perez times one billion	1
lol a white knight defending a shitskin thot patrol	1
biches be acting like jigaboo	1
i will say this training is anti harassment and it is basically a take down of white men feeling privileged	0
hail victory white lives matter make america white again stop white genocide this is proof what future arayn race has to face nsm 88 kk nazi american partys wail you all do nothing this is what each day draws near it does exsit black supremacy is africa new sloggen and the nigger jews here in america awaiting for white genocide	2
<user> <user> cause i am black i sound like dumb and ghetto if that ain t the absolutely dumbest shit i have read today nope you sound dumb and ghetto cause you prob are white spanish it does not matter if you are dumb and ghetto skin do not matter lmao you though tho	0
if you black and you keep screaming that ghetto you are what wrong with this country not white people	0
<user> they must ve planted a white person brain in her like in get out	0
i think between a moslem cab driver a convicted drug dealer <number> other moslems at least that a moslem was responsible birminghamstani is like londonistan now a cesspit of moslem filth moab would be useful moslems are the problem	2
<user> my family considered going to toronto in november for a week long vacation but as white christians do not feel safe in doing so we might get arrested for our own safety	0
<user> i am a hillbilly i loathe breitbart but i get it 🤣	0
<user> did i forget to tell you about the white boy	0
<user> <user> you have completely halted trying to fight what we are saying because its true all you have left is these haha look at these guys replies left you stupid poor white trash wigger fuck	1
i thought he was using trump as his defense from the lawsuit that the sheboon he got in the sumo match with filed	2
make amuriker kike again and again and again and	2
pepsi has mudslime at the head and supports massive amnesty too	2
i m just gonna post porn and laugh at nigger jokes that <user> posts because trolls need love too shitposting internet trolls put trump in the white house lest we forget	2
implying i give a fuck about beaners and commies in california with whom it impossible to share a system of government with	2
<user> either failed in english or a faggot on these streets me i can not reply to such a stupid message tbh	1
im kinda retarded	0
fuck off kike	2
<user> i have to confess too i fucking hate you	0
<user> ur not my fav i fucking hate you	0
<user> issue is the young guys ain t playing which is retarded houston has not done shit hunt bigg ass can go stewart needs to sit down mohammed playing way to much and doing nothing	1
<user> here is more · <user> mute me thanks nigger	2
this nigger belongs in africa	2
<user> i saw one the other way in awstun tonight looked like a fat dyke with stubble completely wrong bone structure	2
<user> you can wait till the weekend when your cowboys get raped	0
a little bit of nail varnish and lipstick does not queer masculinity if you are still calling women who disagree with you hags bitches sluts whores etc being a misogynist is very masculine of you	0
<user> police will not help you when violence happens under swedish model if you are raped or hurt they say that normal you should just leave sexwork so we can not go to the police for help she says choking back tears we have less money more violence and more health problems	0
forgive ne bit isnt the uk <percent> white like south africa is <percent> black shes a bit racist i think toward white ppl although shes attempting to appear impartial what chance have we got when ppl like her are disingenuous gmb <user>	0
<user> <user> <user> bts young forever white version and superm united version <user> <user>	0
<user> <user> <user> <user> <user> i did not even hear that like she reaching cause she wants to look like a woke white person and all the people who liked her reply are stupid 💀	0
<user> you can not say the n word just like i would not call a gay person a faggot weird point to make cause he still seems perfectly fine saying faggot not like anyone is advocating to let white people go arround calling random black people nigger kinda defeats itself	0
you a lame bitch when you quit letting them treat you like a dummy	0
<user> <user> <user> it is dead on the money i will give you that but i do not like that at first glance it could appear to be patriotic they are entirely un american and their party name should reflect that what about the white trash party	0
<user> you sound like a huge faggot fuck off kike lover	2
mayweather wins gab calls him a nigger mayweather loses gab calls him a nigger	0
blackpill they are still having babies someone call bill gates operation sterilize the beaners has failed	2
i kike the idea of an uncensored social media app but why no iphone app why is not there more advertising there also needs to be something more unique about it other than free speech	0
what do you get when you let a bunch of queers and feminists run everything sharia law	1
the scorning gook of r a c i a l a w a r e n e	2
adl kikes team with jewoogle and all right wing sites get attacked or shut down this will not stop us it will only make us stronger and bring more attention to you kike terrorist free dailystormer	2
<user> <user> wake up your leader is a queer indian globalist who is signing laws to turn ireland black islamic with <number> years	1
<user> true but gay people are still beaten and killed at a high rate lgbtq children are the largest group of homeless youth and gay people where some of the first killed during the holocaust being gay was also illegal but n this country until pretty recently	0
<user> <user> <user> what mother fucker your white ass think his black ass playing with your white asses wigger please he dead ass that a no go my ass would cancel that show just to be safe and protect everyone asses in that town <user> out here saving lives	1
i need audition help i am auditioning for throughly modern millie on thursday and i need a good audition song for mrs meers or muzzy please thank u	0
hogan is the definition of white trash	1
kurotsuchi me fuck you you ugly asshole i hate you	0
<user> this administration never fails to keep their white trashy unprofessionalism from leaking out	0
<number> announcement that fucking kike drudge just gave me the biggest blue balls	2
0 u0 lmao wow fuck you too 😂 😂	0
i learned when white ppl hate you they really hate yo fuckin guts 😂 😂	0
there a special contingent of young white leftist women who seethe with contempt towards older women while ignoring poc just say you hate your mom and go	0
<user> <user> do not think she fetishizing she from toledo nuthin but meth addict white trailer trash there	1
<user> can you imagine the media and public outrage if that had instead been some white trailer trash harassing people going to a pride parade or to a climate change strike i guess the alt left only believes in diversity and tolerance when it comes to their causes	1
trump should pardon shekreli and deport the gook judge	2
youre upset that fashy men think youre a disgusting shitskin you take a shower yet i can smell your paki stench from here	2
have been suspended four times by twitter always when content said something re moslems but truth also seeing that second largest shareholder is a moslem prince alwaleed bin talal bin abdulaziz alsaud not surprising so have drifted into gab ai for a better time and no moslem appeasement hope	0
i have not paid attention to this cunt at all but whatever conceivable sexcapades she may or may not have gotten up to with trump they can not be nearly as gross and degenerate as what faggot kike anderson cooper has done	2
yeah i am neither jewish nor a homosexual but they love to call me a kike faggot i mute freely <happy>	0
organized nigger crime	2
before <number> <number> they were hanging out in strip clubs and drinking i guess it the muzzie version of a bachelor party	2
except he a kike so why do we have to listen to his opinion do not we have enough of them bossing us	2
mfw spain is threatened by an isis goatfucker born in spain and we react with meme magic	2
tryin to be white had her nigger hair straightened if i were black these wanna bes would be the last i would trust	2
this coons constituents voted for her just to get her out of their district they were embarrassed by her so they took out the trash	2
i do believe that sheboon shit her britches	2
white bitches can not tell the difference between cornrows and braids	1
<user> <user> <user> hell no you used americans tax payers money on illegal immigrants and now you want to claim a state of emergency you made this mess clean it up	0
what we needed were <number> minute videos playing <number> <number> in <number> tv warning us about the evil hart celler kike change the people immigration scheme	2
it wasn t a punch but a correction white men control their emotions and do not call women whores unless the are prostitutes or cheating on you you may disagree with her name calling is nigger tier	2
milton is a kike lover who pretends to be against communism when he promotes degeneracy	2
but violating it will not look at the entire structure of censorship sjws need the <number> billion muzzies as cannon fodder for the war on the west but they do not want sharia law prince whatshisname does he is not calling the shots cultural marxists are	2
this is when she remembered the ugly bald dyke molesting her	2
someone should remind the wetback that what he is saying works in both directions means mexico has no borders either	2
i accidentally k worded choerry roach	0
u r such a fuckin hoe i love it u r such a fuckin hoe i love it u r such a fuckin hoe i love it ur boyfriend a dork mclovin	0
not this bitch	1
<user> <user> can i be the war queer and fight ppl we do not like	0
haha you keep saying bye yet you yearn for more seems pretty shitskin tier sad tea biscuit	1
<user> <user> thats a muslim brotherhood line in truth he was one of the most if not the most influential arabs of the 2 0 th century	0
real madrid is just las palmas in all white cr7 really is a god	0
trumps calls shitskin countries shitholes and is lauded as a hero hillary called blacks super predators but is still a villain the power of kike brainwashing	2
breathes in nigger nigger nigger nigger nigger	2
<user> do you think this is a fucking game	0
if muslims protests against citizenship amendment they will be accused of protecting illegal bangladeshis they will be branded as people opposing bill that gives citizenship to hindu refugees why not you protest against citizenship amendment and say naturalize muslim refugees	0
<user> several statues in this temple are vandalized by muslim invasion i recently visited this temple to see the sorry state	0
i watched white boy rick for the first time last night and dat shit was hard lol fuck da feds	0
<user> choke on this civil war tweet author <user> same guy who said right on target when white supremacist trump on mlk day called haiti and african countries shithole countries	0
<user> <user> we need encouraging words this administration has made ameria one of the shithole countries please stop this insanity	1
<user> he angry because he strenuously applied for covfefe boy not errand boy wandering all over shithole countries like a singing minstrel trying to save a lardass	1
i do not fuck with niggas like a redneck	0
i cant be with a nigga with wide apps i d be grabbin him from behind and thrustin him from da byke er day id be in a queer hetero relationship lmfaoo	0
<user> white people are illegal in south afica listen to afrofuckology in action on what basis are they illegal does that mean all other africans the world all over are illegal on other other continents aye your dom is free and that is why you get looked down upon	0
law society investigator curtis smith an old white man wrote in his notes that i tweeted squaw and nigger about <number> times	0
league be like kill yourself faggot and i be like yeah	2
just a thought has anyone noticed how the media are hounding boris johnson for supposedly touching someone leg when there are hundreds of young girls being raped by pakistani gangs plus get your priorities right	0
<user> <user> if even one american is killed in chicago by an illegal alien that <user> is protecting that family should sue her into homelessness	0
i watched <user> and what do u know they had a case about being raped and assaulted at the standard hotel by a weinstein type anybody else see that 😳 😳 😳 maga we woke	0
<user> realiest thing yo white ass ever said	0
<user> <user> <user> <user> abortion is not only for when the couple was irresponsible the couple can use condom and still get pregnant but there also cases where females get raped and she does not want to have the baby due trauma but okay i guess	0
blacks and even muzzies can join but keep their shit at home soon as they pray in the street gotta be liquidated we got better tech now can build massive biodigesters	2
she can say this because she so ugly not even a moslim would rape her	2
lmfao white people being rude bei racist and looking down on asians once again lmfao i am so fking mad	0
just imagine how much more progressive and liberal muslim countries will be if majority were shia	0
cold poppin stripper pole fuck this nigger together	0
<user> it seems to me that the only qualification to be an american yellow journalist on cnn or msnbc is to either be a man hating bull dyke like christianne amanpour who refuses to suck dick or a woman hating faggot who loves sucking dick like anderson cooper	2
you really know nothing product of the kike you need to go do more research i really don have time to educate you this might be to advanced for you	1
ok good night mr kike faggot sleep tight	2
not shocking when u look at the number of muzzies in uk security	1
bill the redneck sold a cow and then fell asleep before waking up to rumble of a diesel engine	1
quick question i am five years here in the republic like am i not yet good enough to just be a culchie sure redneck feels way too close to hillbilly the hills of ulster plus king billy wm of orange recalls evil james mitchell and john weir types please 🙏 ❤️	0
<user> <user> figures but i will use that whenever i have to listen to one of my hillbilly redneck customers go on about fox news	1
<user> <user> ain t us a racist white hillbilly i am good	0
<user> <user> and all white onions should be caramelized yeah i said it	0
counting the odd woman who masqueraded as a man in military service does not count they went back to being women after discovery is she counting the occasional bull dyke with short hair and who wore men clothes those were lesbians pantsuits are a recent invention	1
the left is not attacking me because i am a white male or a racist if that were true they would not call black conservatives coons or attack conservative females they just use my gender and skin color to condemn my political views	2
you are white walk into a restaurant and it has nigger employees what do you do	2
kim un would have never met with weak hillary or nigger obama news singapore trump maga north korea	2
i am sure evergreen will take him if the massive nigger tranny chimpout that erupted on their campus last year is any indication	2
nah fam that would be animal cruelty no way i d feed my dogs nigger meat	2
the democrat marxist muslim nihilist party of the kk has wounded our 1 st amendment right to free speech and now nyc threatens up to <money> g in fines for using terms like illegal alien which has finally killed freedom of speech illegal alien are the official u.s. code words	0
i try to give black owned businesses a chance i really do but you niggers love playing with people	2
<user> so white trash i love it	0
just had such a moment flying saa this evening and all of the african air hostesses just boarded and they all look so nice and so happy and i am so happy to see them 😭 😭 😭 fuck guys i have missed home	0
<user> lmfao fucking hate you nigga	0
usa based ngo adventist development relief agency local ngo al markazul islami hv bn banned to operate by bangladesh gov in rohingya refugee camps for financing instigating anti repatriation campaign among d refugees <user> <user> <user>	0
<user> if you are then i am too she is a hood rat trailer trash person anyone who thinks she is not is also a hood rat trailer trash person michelle is no racist	1
<user> the indisputable fact is that the majority of the illegal immigrants in india are muslim there should be a policy to tackle the issue of illegal immigration irrespective of their religion what are your suggestions	0
<user> <user> <user> that funny bill clinton actually raped women and hillary made sure those women were smeared as homewreckers and sluts	0
<user> <user> are not you supposed to be in prison getting raped in the shower mickey creepy porn lawyer	0
i redownloading tinder which is a mistake in itself and litterally no one on there is cute i hate this redneck state	1
<user> it is very fair established accustaion kashmiri muslims has forced to vacate pandits masaacred pandits raped their girls nd women kashmiri muslims r sole culprit of this	0
i just got the most retarded cut in my life	0
jeongyeon looking so dykey i love it	0
<user> oh you had that og formula that shit had so many people on the hospital for stuff like this	0
<user> <user> i drank one whole one and thru tf up	0
<user> <user> bet cash money he say it ain t his baby 😂 😂 😂 😂 😩 😩 😩 😩	0
i am not gay but i will fuck your ass like a faggot	1
some yall niggas starting to get drip dressing like a faggot mixed up	1
kpoop am i rite they all look the same bro wack kpop kpop stans are over party kpop sucks	0
<user> yea ur white so do not say it wigger	0
if muzzies saw the volume of pork b products they use every day they would shit twinkies	2
<user> they robbed them while serving looks too and they robbed the brooklyn museum tbh more shows should be about queer people stealing from white cishet institutions	0
<user> i wish that i felt that way you are a better person i am so angry that he is in that historic place and what it means to most americans i will i can think of is white trash does not belong there	1
over <number> white supremacist terrorists attacks occurred during the red summer but there was extreme racist violence in the years before east st louis in <number> and after tulsa in <number> and rosewood in <number> these were not just attacks on black people but black communities	0
thats sick mj raped those kids and yall are making jokes about it blocked	0
<user> dumb bitch said the n word then forgot she posted a selca that showed she was white then tried to come back and say she was joking	0
my white bitch she snort that white white	0
with each passing day i am coming more and more to the conclusion that women are some kinda nigger variant	1
of course as a savage moslem she wants to make islamic conquest easier	2
shes hoping some bluegum will rape her dried up old liberal ass	0
you outed yourself as a kike that was my goal or did you want to dazzle us further with your jew bantz go for it or you could be looking for tel aviv apartments to save your skin ps jewish landlords are notorious slumlords so shop around kike	2
normal nigger thought process	1
this linda sour asswipe is a filthy muzzie and nightmare not a dreamer dog turd wrapped in funeral netting	2
kid trunks kid buu whats next a nigga name yung goku	0
jonghyun is supported and writing a song about being gay	0
i called my old bitch and asked her can i come over she said it past <number> zay ain t shit open	1
bitches act like a nigga do not got feelings	1
gyu broke a caratbong and now his shoes are flying away from his feet dude	0
i heard about it from an epileptic kike journo	1
translation sand dwelling muzzies are closet faggots	2
they probably have some muzzie doing that	1
<number> shades of gray moslem style <number> nuances de gris dans le style musulman biggaykoranburning steve	2
update shes in the hospital for atleast <number> days <sad> sick puppy	0
that meaningless show made me realize how dense our brothers have become i stil find it almost impossible to believe some retarded fans of tacha contributed for that go fund me nonsense like how 🤦 🏾 ‍ ♂	0
men will condition women to put up w misogyny bc they could be worse and somehow you dumbasses will always find a way to blame dykes huh	0
i am always a slut for gore content	0
when are trump and congress going to do something about fags and dykes shutting down christian bakeries maga	2
<user> <user> lol na dem faggot gang 🤣 🤣 🤣 🤣 🤣	1
morbious stone comment to reality bwhahahahahaha you retard go back over my posts you stupid gay nigger licker you are good for jews	2
neo and hank please beware of these kike lovers mark them just as you would make the jew satans messenger in the flesh	2
space the final frontier these are the voyages of the starship enterprise its five year mission to explore strange new worlds to seek out new life and new civilizations to boldly go where no man has gone before where no niggers are invited nor wanted it a nigger free space	2
lol <user> the protagonist from hulu handmaid tale is a mudshark and played by a scientologist the evil infertile wife is played by a beautiful polish girl i think i will like this show for all the wrong reasons it like seeing inside the head of a hollywood executive	2
whats a <number> year old nigger doing on campus	2
obama should just come out of the moslem closet we all know he a moslem he should end his interviews with allahu akbar	2
<user> <user> <user> do not talk that lie most of the jobs they take are in rural white areas where them white folks dont want them jobs and we tend to live in the inner cities	0
<user> <user> jeez you wear one pointy white hood and people assume hey we have all done it when we were young eg in our twenties i once accidentally strayed into an anti semitic fringe meeting at the labour party conference not that i do not like the jews anyway twaw	0
<user> must engage with kurdish people they r facing genocide in the hand of jihadi <user> we must support cause of a separate kurdistan by dividing turkey eastern region <user> <user> <user> <user> <user>	0
men are depressed get raped harassed and murdered everyone … someone talks about women getting harassed everyone what about men 😡 or do you just not care about them 💔 all you care about is women 😔	0
because everytime i do niggas ask if i am a faggot and there this gay nigga that been trynna hit on me and i do not wanna be rude to him so when someone asks if i am a faggot i can set the record straight and he will leave me alone	0
my mommo just called you a nigger too what now faggot	2
they just brought that ignorant racist redneck douchecanoe back like nothing ever happened m nf x espn	0
<user> wait what latino man who crashed into suburban mall full of white shoppers charged with terrorism	0
<user> <user> <user> and he knows muslim countries are so selfish they do not care about anyone but themselves	0
kevin gates make music for dykes and chubby nigga 🤷 🏽 ‍ ♂️	2
imma start blocking anybody that post that lil ugly dyke haitian boy on the tl it disturbing af	2
<user> please beat these white bitches up	2
i have not said it enough but fuck white bitches	2
<user> lets go work out there with the white bitches	0
benji was the most basic white bitch but jorge changed him into a white bitch who can at least be creative with his insta pics thank you jorge	1
<user> listen to all them white people clap i bet they clap when they plane land too lmao	0
is it ok for white people to use the word nigger	2
i do not moozlim shitty hands on my food fuck tyson and starbucks	2
<user> <user> hot when the white sluts obey the black and serve them	2
<user> do not even try for that wrong ideology bullshit antifa is not suppressing the free speech of innocent activists they are counter protesters to white supremacists and neo nazis	0
there are blacks i do not believe should have been killed but king was a nigger and a communist who d nights before his melon got popped been abusing white women forced into sex slavery	2
a spic or a chink	2
<user> oh nahh 🤦 🏽 ‍ ♂️ see fuxkin with them white people will have u out here doin new shit	0
grabe john mark saga ung gayon kang falsetto with matching runs the melismas very eargasmic 💖	0
approach with their shrill scrape	0
pls i am so gay for izzy	0
one of the worst show to movie conversions ever last airbender i had succesfully forgotten about that hoe til i seen its on hulu	0
the money on the flo better get it hoe	1
trump should call for a <number> day waiting period on bridges built by wetback girls	1
great ending if your kids are black or muzzy like they are supposed to be you should probably understand the hate is for you alone	1
i expect niglets first then divorce bitch gonna get royal paid	1
mind your mufuckin business for i hurt a bitch feelings today please ‼️	1
people call fuentes a spic but do not care paul nehlen is married to a full blood beaner	2
rich lean in my pants in her throat suckin this niggers	1
someone please explain to this dunce what 3 dpd smuggies are and why i would include one in a quote of him beta orbiting some fat titted nigger loving brown e thot	2
